거래ID,거래일자,사원번호,사원명,지역,팀,상품명,금액,상태
TXN-2025324-1805,2025-11-20,EMP1009,장민수,서울,서울3팀,클라우드 서버,1797850,구매확정
TXN-2025056-4591,2025-02-25,EMP1016,이상현,경기,경기2팀,5G 요금제,70949,구매확정
TXN-2026029-1214,2026-01-29,EMP1014,최나연,경기,경기2팀,IPTV 프리미엄,21425,구매확정
TXN-2025214-6241,2025-08-02,EMP1026,조준혁,부산,부산2팀,IoT 패키지,"""44,830""",검토완료
TXN-2026002-6903,2026-01-02,EMP1036,서상현,광주,광주1팀,IoT 패키지,24104,구매확정
TXN-2025048-6144,2025-02-17,EMP1018,박하은,경기,경기2팀,인터넷 결합,43912,구매확정
TXN-2025365-5484,2025-12-31,EMP1007,조유진,서울,서울3팀,IPTV 프리미엄,32026,구매확정
TXN-2026066-2870,2026-03-07,EMP1019,오현우,경기,경기2팀,IPTV 프리미엄,18036,검토완료
TXN-2025002-7662,2025-01-02,EMP1024,오미래,부산,부산2팀,클라우드 서버,1029506,개통완료
TXN-2025171-4849,2025-06-20,EMP1026,조준혁,부산,부산2팀,인터넷 결합,49262,구매확정
TXN-2025087-4745,2025-03-28,EMP1018,박하은,경기,경기2팀,IPTV 프리미엄,19350,취소
TXN-2025220-5413,2025-08-08,EMP1033,서준혁,대전,대전1팀,IPTV 프리미엄,18529,구매확정
TXN-2025120-7617,2025-04-30,EMP1014,최나연,경기,경기2팀,AI 비서 구독,10879,접수
TXN-2025103-2265,2025-04-13,EMP1013,최성호,경기,경기1팀,IPTV 프리미엄,18580,반려
TXN-2025153-6025,2025-06-02,EMP1030,윤태영,대전,대전1팀,IoT 패키지,39203,구매확정
TXN-2025248-7230,2025-09-05,EMP1005,김성호,서울,서울2팀,IoT 패키지,36693,반려
TXN-2025268-5478,2025-09-25,EMP1013,최성호,경기,경기1팀,5G 요금제,75584,검토완료
TXN-2025141-1452,2025-05-21,EMP1029,서준혁,대전,대전1팀,인터넷 결합,37963,구매확정
TXN-2025249-1910,2025-09-06,EMP1025,오나연,부산,부산2팀,5G 요금제,70919,구매확정
TXN-2025162-5271,2025-06-11,EMP1022,윤수진,부산,부산1팀,iptv 프리미엄,24482,환불
TXN-2025129-1099,2025-05-09,EMP1005,김성호,서울,서울2팀,클라우드 서버,382720,구매확정
TXN-2025061-5985,2025-03-02,EMP1020,이서연,부산,부산1팀,IPTV 프리미엄,23042,환불
TXN-2025196-2566,2025-07-15,EMP1018,박하은,경기,경기2팀,클라우드 서버,428958,환불
TXN-2025097-8785,2025-04-07,EMP1028,윤미래,부산,부산2팀,IoT 패키지,15808,구매확정
TXN-2025250-2823,2025-09-07,EMP1037,정준혁,광주,광주1팀,IPTV 프리미엄,18346,구매확정
TXN-2025144-6884,2025-05-24,EMP1021,임성호,부산,부산1팀,IoT 패키지,45562,구매확정
TXN-2025305-7456,2025-11-01,EMP1028,윤미래,부산,부산2팀,AI비서구독,18667,반려
TXN-2025160-9674,2025-06-09,EMP1009,장민수,서울,서울3팀,클라우드 서버,609735,구매확정
TXN-2026039-6107,2026-02-08,,,부산,부산2팀,IPTV 프리미엄,15105,검토완료
TXN-2025184-3037,2025-07-03,EMP1004,신지은,서울,서울2팀,사물인터넷 패키지,25123,구매확정
TXN-2025072-8487,2025-03-13,EMP1012,조태영,경기,경기1팀,인터넷 결합,49260,구매확정
TXN-2025075-7321,2025-03-16,EMP1003,정수진,서울,서울1팀,IPTV 프리미엄,23531,구매확정
TXN-2026058-6997,2026-02-27,EMP1017,최동현,경기,경기2팀,IoT 패키지,32542,환불
TXN-2026067-7048,2026-03-08,EMP1007,조유진,서울,서울3팀,인터넷 결합,44361,개통완료
TXN-2026057-2014,2026-02-26,EMP1002,윤서연,서울,서울1팀,,40041,구매확정
TXN-2025161-2469,2025-06-10,EMP1017,최동현,경기,경기2팀,AI 비서 구독,11775,구매확정
TXN-2025046-4278,2025-02-15,EMP1028,윤미래,부산,부산2팀,IPTV 프리미엄,16618,환불
TXN-2026059-3839,2026-02-28,EMP1028,윤미래,부산,부산2팀,5G 요금 제,67003,개통완료
TXN-2025306-5347,2025-11-12,EMP1035,조지민,광주,광주1팀,AI 비서 구독,19290,반려
TXN-2025329-8906,2025-11-25,EMP1018,박하은,경기,경기2팀,클라우드 서버,1450923,구매확정
TXN-2025264-9406,2025-09-21,EMP1022,윤수진,부산,부산1팀,클라우드 서버,594552,구매확정
TXN-2026012-1053,2026-01-12,EMP1006,조서연,서울,서울2팀,인터넷결합,41040,접수
TXN-2025108-8688,2025-04-18,EMP1012,조태영,경기,경기1팀,5G 요금제,88510,취소
TXN-2026037-8439,2026-02-06,EMP1019,오현우,경기,경기2팀,IoT 패키지,25143,반려
TXN-2025078-7089,2025-03-19,EMP1019,오현우,경기,경기2팀,인터넷결합,44193,환불
TXN-2025251-4206,2025-09-08,EMP1019,오현우,경기,경기2팀,클라우드 서버,"""1,982,237""",취소
TXN-2026050-3484,2026-02-19,EMP1017,최동현,경기,경기2팀,클라우드 서버,1534987,구매확정
TXN-2025040-1637,2025-02-09,EMP1014,최나연,경기,경기2팀,5G요금제,64167,구매확정
TXN-2025214-9389,2025-08-02,EMP1015,오준혁,경기,경기2팀,인터넷 결합상품,44635,구매확정
TXN-2025119-3180,2025-04-29,EMP1027,박미래,부산,부산2팀,AI 비서 구독,11990,구매확정
TXN-2025019-5369,2025-01-19,EMP1021,임성호,부산,부산1팀,5G 요금제,80740,반려
TXN-2026060-2285,2026-03-01,EMP1008,윤상현,서울,서울3팀,AI 비서 구독,19820,구매확정
TXN-2025362-7442,2025-12-28,EMP1013,최성호,경기,경기1팀,IPTV 프리미엄,23805,검토완료
TXN-2025289-4084,2025-10-16,EMP1006,조서연,서울,서울2팀,5G 요금제,77362,개통완료
TXN-2025182-5805,2025-07-01,EMP1022,윤수진,부산,부산1팀,아이피티비 프리미엄,29320,구매확정
TXN-2025169-8036,2025-06-18,EMP1019,오현우,경기,경기2팀,5G 요금제,"""70,251""",검토완료
TXN-2025041-1602,2025-02-10,EMP1001,김준혁,서울,서울1팀,클라우드 서버,1115672,개통완료
TXN-2025342-9595,2025-12-08,EMP1007,조유진,서울,서울3팀,IoT 패키지,18082,검토완료
TXN-2025236-5470,2025-08-24,EMP1025,오나연,부산,부산2팀,5G요금제,"""55,575""",구매확정
TXN-2025168-9514,2025-06-17,EMP1026,조준혁,부산,부산2팀,인터넷 결합,47846,구매확정
TXN-2026032-7583,2026-02-01,EMP1027,박미래,부산,부산2팀,클라우드 서버,1897198,개통완료
TXN-2025036-2456,2025-02-05,EMP1025,오나연,부산,부산2팀,인터넷 결합,34945,검토완료
TXN-2025359-5146,2025-12-25,EMP1030,윤태영,대전,대전1팀,인터넷 결합,46191,검토완료
TXN-2025182-8191,2025-07-01,EMP1032,이태영,대전,대전1팀,5G 요금제,68428,환불
TXN-2025022-9942,2025-01-22,EMP1038,정서연,광주,광주1팀,IPTV 프리미엄,29790,환불
TXN-2025083-4085,2025-03-24,EMP1007,조유진,서울,서울3팀,IPTV 프리미엄,25925,구매확정
TXN-2025222-1743,2025-08-10,EMP1028,윤미래,부산,부산2팀,인터넷 결합,33160,반려
TXN-2025335-2891,2025-12-01,EMP1021,임성호,부산,부산1팀,5G 요금제,74790,구매확정
TXN-2025341-2297,2025-12-07,EMP1016,이상현,경기,경기2팀,AI 비서 구독,14368,환불
TXN-2025131-2182,2025-05-11,EMP1012,조태영,경기,경기1팀,인터넷 결합,42935,구매확정
TXN-2026077-3921,2026-03-18,EMP1019,오현우,경기,경기2팀,IPTV 프리미엄,"""28,036""",구매확정
TXN-2025145-5529,2025-05-25,EMP1009,장민수,서울,서울3팀,IPTV 프리미엄,28112,구매확정
TXN-2025222-9243,2025-08-10,EMP1012,조태영,경기,경기1팀,5G 요금제,61691,구매확정
TXN-2025133-3614,2025-05-13,EMP1035,조지민,광주,광주1팀,5G 요금제,"""86,995""",구매확정
TXN-2025311-8132,2025-11-07,EMP1016,이상현,경기,경기2팀,IPTV 프리미엄,18326,검토완료
TXN-2025110-4862,2025-04-20,EMP1008,윤상현,서울,서울3팀,클라우드 Server,1973316,구매확정
TXN-2025027-6052,2025-01-27,EMP1016,이상현,경기,경기2팀,클라우드 서버,924745,구매확정
TXN-2025019-2881,2025-01-19,EMP1021,임성호,부산,부산1팀,인터넷 결합,"""33,813""",환불
TXN-2026049-7811,2026-02-18,EMP1018,박하은,경기,경기2팀,클라우드 서버,340823,반려
TXN-2025213-9243,2025-08-01,EMP1015,오준혁,경기,경기2팀,IoT 패키지,45349,검토완료
TXN-2025045-7028,2025-02-14,EMP1020,이서연,부산,부산1팀,인터넷 결합상품,33961,검토완료
TXN-2025127-2246,2025-05-07,EMP1023,장상현,부산,부산2팀,클라우드 서버,611011,접수
TXN-2025215-4207,2025-08-03,EMP1022,윤수진,부산,부산1팀,5G 요금제,74757,구매확정
TXN-2025167-4544,2025-06-16,EMP1020,이서연,부산,부산1팀,IoT 패키지,22253,개통완료
TXN-2025306-7657,2025-11-02,EMP1023,장상현,부산,부산2팀,클라우드 서버,1352974,검토완료
TXN-2025001-7349,2025-01-01,EMP1019,오현우,경기,경기2팀,5G 요금제,73902,구매확정
TXN-2025166-5602,2025-06-15,EMP1003,정수진,서울,서울1팀,인터넷 결합,48080,구매확정
TXN-2025205-4224,2025-07-24,EMP1010,신태영,경기,경기1팀,클라우드 서버,597561,개통완료
TXN-2025065-7232,2025-03-06,EMP1039,장유진,광주,광주1팀,AI 비서 구독,16673,구매확정
TXN-2026083-7655,2026-03-24,EMP1017,최동현,경기,경기2팀,AI 비서 구독,14567,개통완료
TXN-2025222-8844,2025-08-10,EMP1020,이서연,부산,부산1팀,클라우드 서버,,구매확정
TXN-2026039-2458,2026-02-08,EMP1015,오준혁,경기,경기2팀,인터넷 결합,48996,개통완료
TXN-2026051-2550,2026-02-20,EMP1029,서준혁,대전,대전1팀,5G Plan,86716,개통완료
TXN-2025049-9848,2025-02-18,EMP1023,장상현,부산,부산2팀,5G 요금제,85124,환불
TXN-2025279-5639,2025-10-06,EMP1038,정서연,광주,광주1팀,IPTV 프리미엄,19922,취소
TXN-2025257-8510,2025-09-14,EMP1037,정준혁,광주,광주1팀,,17347,구매확정
TXN-2025195-7267,2025-07-14,EMP1005,김성호,서울,서울2팀,AI 비서 구독,12680,구매확정
TXN-2025307-1753,2025-11-03,EMP1036,서상현,광주,광주1팀,IoT 패키지,12836,구매확정
TXN-2025147-8907,2025-05-27,EMP1005,김성호,서울,서울2팀,5G 요금 제,85720,취소
TXN-2025321-6941,2025-11-17,EMP1037,정준혁,광주,광주1팀,IPTV 프리미엄,18190,구매확정
TXN-2025079-3411,2025-03-20,EMP1013,최성호,경기,경기1팀,5G 요금제,70893,개통완료
TXN-2025184-2107,2025-07-03,EMP1007,조유진,서울,서울3팀,ai 비서 구독,19444,접수
TXN-2025235-3577,2025-08-23,EMP1029,서준혁,대전,대전1팀,IoT 패키지,,환불
TXN-2025283-5801,2025-10-10,EMP1012,조태영,경기,경기1팀,인터넷 결합,45556,접수
TXN-2025352-5263,2025-12-18,EMP1033,서준혁,대전,대전1팀,클라우드 서버,767810,반려
TXN-2025159-5894,2025-06-08,EMP1037,정준혁,광주,광주1팀,IoT 패키지,48509,구매확정
TXN-2025033-4415,2025-02-02,EMP1001,김준혁,서울,서울1팀,5G 요금제,70572,구매확정
TXN-2025362-2903,2025-12-28,EMP1005,김성호,서울,서울2팀,AI 비서 구독,17076,구매확정
TXN-2025233-5580,2025-08-21,EMP1037,정준혁,광주,광주1팀,IPTV Premium,24269,반려
TXN-2025293-1097,2025-10-20,EMP1010,신태영,경기,경기1팀,AI 비서 구독,14220,구매확정
TXN-2025110-7692,2025-04-20,EMP1012,조태영,경기,경기1팀,IPTV 프리미엄,32027,접수
TXN-2025334-8009,2025-11-30,EMP1015,오준혁,경기,경기2팀,인터넷 결합,36400,구매확정
TXN-2025151-2252,2025-05-31,EMP1003,정수진,서울,서울1팀,인터넷 결합,38201,취소
TXN-2025066-6900,2025-03-07,EMP1035,조지민,광주,광주1팀,인터넷 결합,35741,구매확정
TXN-2025211-5634,2025-07-30,EMP1018,박하은,경기,경기2팀,AI 비서 구독,18099,개통완료
TXN-2025031-2646,2025-01-31,EMP1004,신지은,서울,서울2팀,인터넷 결합,54262,구매확정
TXN-2025175-2978,2025-06-24,EMP1007,조유진,서울,서울3팀,IoT 패키지,15322,취소
TXN-2025098-7073,2025-04-08,EMP1016,이상현,경기,경기2팀,IPTV 프리미엄,28015,개통완료
TXN-2025276-2862,2025-10-03,EMP1009,장민수,서울,서울3팀,AI 비서 구독,16925,구매확정
TXN-2025232-2557,2025-08-20,EMP1026,조준혁,부산,부산2팀,IoT 패키지,40353,검토완료
TXN-2025352-8534,2025-12-18,EMP1006,조서연,서울,서울2팀,iot 패키지,44851,개통완료
TXN-2025046-1206,2025-02-15,EMP1017,최동현,경기,경기2팀,클라우드 서버,203511,개통완료
TXN-2025111-2863,2025-04-21,EMP1006,조서연,서울,서울2팀,AI 비서 구독,18275,검토완료
TXN-2025120-1342,2025-04-30,EMP1018,박하은,경기,경기2팀,IPTV 프리미엄,30218,개통완료
TXN-2025154-1257,2025-06-03,EMP1002,윤서연,서울,서울1팀,5G 요금제,,접수
TXN-2025133-2703,2025-05-13,EMP1024,오미래,부산,부산2팀,5G 요금제,67983,구매확정
TXN-2025245-1068,2025-09-02,EMP1025,오나연,부산,부산2팀,AI 비서 구독,16252,구매확정
TXN-2025354-9822,2025-12-20,EMP1009,장민수,서울,서울3팀,AI 비서 구독,19719,구매확정
TXN-2025037-9386,2025-02-06,EMP1007,조유진,서울,서울3팀,IoT 패키지,35768,구매확정
TXN-2025190-8207,2025-07-09,EMP1010,신태영,경기,경기1팀,IPTV 프리미엄,30112,취소
TXN-2025207-3502,2025-07-26,EMP1002,윤서연,서울,서울1팀,AI 비서 구독,11118,환불
TXN-2025057-8816,2025-02-26,EMP1011,장영철,경기,경기1팀,인터넷 결합상품,33936,구매확정
TXN-2025193-4977,2025-07-12,EMP1029,서준혁,대전,대전1팀,인터넷 결합상품,44895,개통완료
TXN-2026004-1835,2026-01-04,EMP1020,이서연,부산,부산1팀,클라우드서버,1655081,취소
TXN-2025178-7293,2025-06-27,EMP1018,박하은,경기,경기2팀,5G 요금제,75678,구매확정
TXN-2025058-2362,2025-02-27,EMP1008,윤상현,서울,서울3팀,Internet 결합,33588,검토완료
TXN-2025291-4141,2025-10-18,EMP1024,오미래,부산,부산2팀,IoT 패키지,48645,취소
TXN-2025174-3248,2025-06-23,EMP1023,장상현,부산,부산2팀,클라우드 서버,"""932,827""",접수
TXN-2026082-9409,2026-03-23,EMP1017,최동현,경기,경기2팀,사물인터넷 패키지,14297,검토완료
TXN-2025098-1164,2025-04-08,EMP1017,최동현,경기,경기2팀,인터넷 결합,37753,검토완료
TXN-2025067-3029,2025-03-08,EMP1001,김준혁,서울,서울1팀,5G 요금제,69352,개통완료
TXN-2025004-1777,2025-01-04,EMP1016,이상현,경기,경기2팀,클라우드 서버,1081577,구매확정
TXN-2026062-1260,2026-03-03,EMP1007,조유진,서울,서울3팀,IPTV Premium,29177,구매확정
TXN-2025345-1760,2025-12-11,EMP1021,임성호,부산,부산1팀,사물인터넷 패키지,49443,구매확정
TXN-2025305-2825,2025-11-01,EMP1034,박현우,대전,대전1팀,인터넷 결합,46761,개통완료
TXN-2025213-2302,2025-08-01,EMP1027,박미래,부산,부산2팀,에이아이 비서,17682,개통완료
TXN-2026002-5901,2026-01-02,EMP1012,조태영,경기,경기1팀,AI 비서 구독,11526,구매확정
TXN-2025279-2440,2025-10-06,EMP1017,최동현,경기,경기2팀,5G 요금제,71896,구매확정
TXN-2025020-9736,2025-01-20,EMP1031,이서연,대전,대전1팀,IPTV 프리미엄,16341,구매확정
TXN-2026016-9792,2026-01-16,EMP1035,조지민,광주,광주1팀,AI 비서 구독,16215,환불
TXN-2025294-2849,2025-10-21,EMP1037,정준혁,광주,광주1팀,인터넷 결합,35039,구매확정
TXN-2025052-4944,2025-02-21,EMP1018,박하은,경기,경기2팀,IoT 패키지,45255,구매확정
TXN-2026027-2231,2026-01-27,EMP1020,이서연,부산,부산1팀,5G 요금제,66593,개통완료
TXN-2025226-4030,2025-08-14,EMP1014,최나연,경기,경기2팀,클라우드 서버,1209824,구매확정
TXN-2025164-5861,2025-06-13,EMP1020,이서연,부산,부산1팀,클라우드 서버,794148,구매확정
TXN-2025022-6273,2025-01-22,EMP1019,오현우,경기,경기2팀,IoT 패키지,37432,개통완료
TXN-2025242-1048,2025-08-30,EMP1037,정준혁,광주,광주1팀,IOT 패키지,36004,구매확정
TXN-2026021-1649,2026-01-21,EMP1014,최나연,경기,경기2팀,AI 비서 구독,16518,구매확정
TXN-2026007-1551,2026-01-07,EMP1010,신태영,경기,경기1팀,사물인터넷 패키지,48688,구매확정
TXN-2025153-5492,2025-06-02,EMP1005,김성호,서울,서울2팀,IPTV 프리미엄,27525,구매확정
TXN-2025255-7110,2025-09-12,EMP1028,윤미래,부산,부산2팀,인터넷 결합,"""39,140""",구매확정
TXN-2025288-4475,2025-10-15,EMP1037,정준혁,광주,광주1팀,ai 비서 구독,"""17,428""",접수
TXN-2025015-8477,2025-01-15,EMP1012,조태영,경기,경기1팀,5G 요금제,69191,접수
TXN-2025073-4726,2025-03-14,EMP1030,윤태영,대전,대전1팀,클라우드 서버,1081734,검토완료
TXN-2025167-4350,2025-06-16,EMP1012,조태영,경기,경기1팀,IPTV Premium,31559,구매확정
TXN-2026008-1577,2026-01-08,EMP1032,이태영,대전,대전1팀,클라우드 서버,1528692,구매확정
TXN-2025282-7090,2025-10-09,EMP1026,조준혁,부산,부산2팀,IPTV 프리미엄,20881,구매확정
TXN-2026069-6950,2026-03-10,EMP1006,조서연,서울,서울2팀,클라우드 서버,585015,개통완료
TXN-2025240-8873,2025-08-28,EMP1034,박현우,대전,대전1팀,클라우드 서버,1515051,구매확정
TXN-2025228-7677,2025-08-16,EMP1013,최성호,경기,경기1팀,IoT 패키지,15069,환불
TXN-2026033-3933,2026-02-02,EMP1032,이태영,대전,대전1팀,클라우드 서버,1076979,반려
TXN-2025196-8177,2025-07-15,EMP1019,오현우,경기,경기2팀,AI 비서 구독,10050,접수
TXN-2025152-7609,2025-06-01,EMP1012,조태영,경기,경기1팀,인터넷 결합,46279,접수
TXN-2025163-2856,2025-06-12,EMP1023,장상현,부산,부산2팀,인터넷결합,42603,검토완료
TXN-2025257-8934,2025-09-14,EMP1004,신지은,서울,서울2팀,IoT 패키지,38191,구매확정
TXN-2026065-7715,2026-03-06,EMP1004,신지은,서울,서울2팀,5G 요금제,77933,검토완료
TXN-2025353-6484,2025-12-19,EMP1024,오미래,부산,부산2팀,AI 비서 구독,12914,구매확정
TXN-2025192-6486,2025-07-11,EMP1010,신태영,경기,경기1팀,AI 비서 구독,19748,개통완료
TXN-2025163-2879,2025-06-12,EMP1025,오나연,부산,부산2팀,IoT 패키지,10372,구매확정
TXN-2025110-2322,2025-04-20,EMP1033,서준혁,대전,대전1팀,5G요금제,73220,구매확정
TXN-2025352-6161,2025-12-18,EMP1022,윤수진,부산,부산1팀,IPTV 프리미엄,30921,검토완료
TXN-2025311-2118,2025-11-07,EMP1013,최성호,경기,경기1팀,인터넷 결합,35172,취소
TXN-2025135-9479,2025-05-15,EMP1016,이상현,경기,경기2팀,IPTV 프리미엄,15325,구매확정
TXN-2025296-8424,2025-10-23,EMP1021,임성호,부산,부산1팀,IoT 패키지,31948,개통완료
TXN-2025074-5250,2025-03-15,EMP1020,이서연,부산,부산1팀,클라우드 서버,1301468,개통완료
TXN-2025195-7541,2025-07-14,EMP1002,윤서연,서울,서울1팀,IoT 패키지,44370,구매확정
TXN-2025208-6432,2025-07-27,EMP1033,서준혁,대전,대전1팀,IoT 패키지,48682,구매확정
TXN-2025125-2345,2025-05-05,EMP1010,신태영,경기,경기1팀,AI 비서 구독,14489,검토완료
TXN-2025300-5025,2025-10-27,EMP1037,정준혁,광주,광주1팀,5G 요금제,61032,구매확정
TXN-2025336-2578,2025-12-02,EMP1009,장민수,서울,서울3팀,AI 비서 구독,15699,구매확정
TXN-2026002-7352,2026-01-02,EMP1022,윤수진,부산,부산1팀,인터넷 결합,"""49,008""",접수
TXN-2025040-5998,2025-02-09,EMP1003,정수진,서울,서울1팀,인터넷 결합상품,"""47,120""",구매확정
TXN-2025123-3633,2025-05-03,EMP1028,윤미래,부산,부산2팀,클라우드 서버,1315553,구매확정
TXN-2026048-4421,2026-02-17,EMP1009,장민수,서울,서울3팀,인터넷 결합,50850,취소
TXN-2025247-4868,2025-09-04,EMP1004,신지은,서울,서울2팀,AI 비서 구독,15517,구매확정
TXN-2025309-7874,2025-11-05,EMP1035,조지민,광주,광주1팀,인터넷결합,36053,검토완료
TXN-2025188-9215,2025-07-07,EMP1033,서준혁,대전,대전1팀,IoT 패키지,21036,구매확정
TXN-2026033-6404,2026-02-02,EMP1030,윤태영,대전,대전1팀,5G 요금제,84526,개통완료
TXN-2026004-4054,2026-01-04,EMP1020,이서연,부산,부산1팀,IPTV 프리미엄,26257,취소
TXN-2025036-2689,2025-02-05,EMP1015,오준혁,경기,경기2팀,5G 요금제,82211,취소
TXN-2025081-7343,2025-03-22,EMP1019,오현우,경기,경기2팀,IPTV 프리미엄,29065,개통완료
TXN-2025263-4501,2025-09-20,EMP1007,조유진,서울,서울3팀,5G 요금제,55954,구매확정
TXN-2025194-4119,2025-07-13,EMP1012,조태영,경기,경기1팀,AI 비서 구독,"""15,633""",구매확정
TXN-2025095-2809,2025-04-05,EMP1001,김준혁,서울,서울1팀,인터넷 결합,47380,환불
TXN-2025128-8122,2025-05-08,EMP1027,박미래,부산,부산2팀,AI 비서 구독,14939,개통완료
TXN-2025364-1043,2025-12-30,EMP1008,윤상현,서울,서울3팀,IoT 패키지,27504,검토완료
TXN-2025298-6460,2025-10-25,EMP1002,윤서연,서울,서울1팀,인터넷결합,36956,환불
TXN-2025021-9807,2025-01-21,EMP1009,장민수,서울,서울3팀,인터넷결합,44761,접수
TXN-2025184-7282,2025-07-03,EMP1004,신지은,서울,서울2팀,IoT 패키지,11987,구매확정
TXN-2026078-2509,2026-03-19,EMP1019,오현우,경기,경기2팀,클라우드 서버,580321,개통완료
TXN-2026029-2995,2026-01-29,EMP1032,이태영,대전,대전1팀,인터넷 결합,45850,구매확정
TXN-2025187-8570,2025-07-06,EMP1028,윤미래,부산,부산2팀,5G 요금 제,62937,구매확정
TXN-2026081-6574,2026-03-22,EMP1001,김준혁,서울,서울1팀,클라우드 서버,617843,개통완료
TXN-2025345-6725,2025-12-11,EMP1010,신태영,경기,경기1팀,IPTV 프리미엄,29007,구매확정
TXN-2025154-7251,2025-06-03,EMP1035,조지민,광주,광주1팀,클라우드 서버,1031624,환불
TXN-2025062-5555,2025-03-03,EMP1011,장영철,경기,경기1팀,AI 비서 구독,"""10,036""",환불
TXN-2026025-8267,2026-01-25,EMP1017,최동현,경기,경기2팀,인터넷 결합,41887,구매확정
TXN-2025098-3956,2025-04-08,EMP1010,신태영,경기,경기1팀,IPTV 프리미엄,32766,구매확정
TXN-2026009-3314,2026-01-09,EMP1014,최나연,경기,경기2팀,AI 비서 구독,"""15,298""",구매확정
TXN-2025276-7906,2025-10-03,EMP1028,윤미래,부산,부산2팀,5G요금제,"""57,342""",구매확정
TXN-2025196-3665,2025-07-15,EMP1018,박하은,경기,경기2팀,클라우드 서버,700660,검토완료
TXN-2025044-5672,2025-02-13,EMP1004,신지은,서울,서울2팀,인터넷 결합,52295,구매확정
TXN-2025359-6695,2025-12-25,EMP1023,장상현,부산,부산2팀,AI 비서 구독,10209,구매확정
TXN-2025354-4473,2025-12-20,EMP1008,윤상현,서울,서울3팀,IoT 패키지,24638,개통완료
TXN-2025276-5601,2025-10-03,EMP1018,박하은,경기,경기2팀,IPTV 프리미엄,"""25,475""",검토완료
TXN-2026002-5887,2026-01-02,EMP1007,조유진,서울,서울3팀,IoT 패키지,21597,구매확정
TXN-2025024-2076,2025-01-24,EMP1031,이서연,대전,대전1팀,클라우드 서버,1963641,검토완료
TXN-2025023-6668,2025-01-23,EMP1019,오현우,경기,경기2팀,AI 비서 구독,17869,개통완료
TXN-2025199-3703,2025-07-18,EMP1031,이서연,대전,대전1팀,클라우드 서버,,접수
TXN-2025356-1361,2025-12-22,EMP1020,이서연,부산,부산1팀,5G 요금제,"""80,441""",환불
TXN-2026055-4061,2026-02-24,EMP1036,서상현,광주,광주1팀,IoT패키지,11140,구매확정
TXN-2025122-1366,2025-05-02,EMP1038,정서연,광주,광주1팀,클라우드 서버,615653,구매확정
TXN-2025069-9218,2025-03-10,EMP1038,정서연,광주,광주1팀,클라우드 서버,398067,구매확정
TXN-2025222-4570,2025-08-10,EMP1017,최동현,경기,경기2팀,IPTV 프리미엄,27518,검토완료
TXN-2026029-3509,2026-01-29,EMP1022,윤수진,부산,부산1팀,IPTV 프리미엄,22884,구매확정
TXN-2025363-8536,2025-12-29,EMP1024,오미래,부산,부산2팀,클라우드 서버,715087,구매확정
TXN-2025266-6701,2025-09-23,EMP1015,오준혁,경기,경기2팀,IPTV 프리미엄,32902,구매확정
TXN-2026007-3680,2026-01-07,EMP1029,서준혁,대전,대전1팀,클라우드 서버,639789,개통완료
TXN-2025257-2294,2025-09-14,EMP1036,서상현,광주,광주1팀,5G 요금제,,환불
TXN-2025146-1712,2025-05-26,EMP1012,조태영,경기,경기1팀,5G 요금제,87206,구매확정
TXN-2025134-2728,2025-05-14,EMP1031,이서연,대전,대전1팀,AI 비서 구독,18124,개통완료
TXN-2026058-2478,2026-02-27,EMP1015,오준혁,경기,경기2팀,인터넷 결합상품,53912,구매확정
TXN-2025005-2305,2025-01-05,EMP1006,조서연,서울,서울2팀,AI 비서 구독,13950,접수
TXN-2025286-2278,2025-10-13,EMP1038,정서연,광주,광주1팀,인터넷 결합,49122,구매확정
TXN-2025148-6280,2025-05-28,EMP1025,오나연,부산,부산2팀,5G 요금제,75332,개통완료
TXN-2026017-4212,2026-01-17,EMP1014,최나연,경기,경기2팀,클라우드 서버,1502411,구매확정
TXN-2025303-2708,2025-10-30,EMP1019,오현우,경기,경기2팀,IoT 패키지,17779,검토완료
TXN-2025115-4650,2025-04-25,EMP1034,박현우,대전,대전1팀,인터넷 결합,45316,구매확정
TXN-2025194-9903,2025-07-13,EMP1005,김성호,서울,서울2팀,인터넷 결합,46481,개통완료
TXN-2026082-3585,2026-03-23,EMP1030,윤태영,대전,대전1팀,클라우드 서버,1615726,취소
TXN-2026041-5856,2026-02-10,EMP1035,조지민,광주,광주1팀,AI 비서 구독,19683,검토완료
TXN-2025223-8903,2025-08-11,EMP1014,최나연,경기,경기2팀,AI 비서 구독,"""18,206""",반려
TXN-2025069-4148,2025-03-10,EMP1016,이상현,경기,경기2팀,클라우드 서버,669713,구매확정
TXN-2026004-3878,2026-01-04,EMP1028,윤미래,부산,부산2팀,클라우드 서버,1047959,구매확정
TXN-2025189-5284,2025-07-08,EMP1026,조준혁,부산,부산2팀,5G 요금제,78553,환불
TXN-2025128-4569,2025-05-08,EMP1001,김준혁,서울,서울1팀,AI 비서 구독,17089,개통완료
TXN-2025085-3562,2025-03-26,EMP1038,정서연,광주,광주1팀,AI 비서 구독,15366,반려
TXN-2025263-9562,2025-09-20,EMP1035,조지민,광주,광주1팀,인터넷 결합,34044,접수
TXN-2026037-1166,2026-02-06,EMP1027,박미래,부산,부산2팀,인터넷 결합상품,54273,접수
TXN-2025289-9061,2025-10-16,EMP1020,이서연,부산,부산1팀,클라우드 Server,798251,구매확정
TXN-2025082-5802,2025-03-23,EMP1034,박현우,대전,대전1팀,AI 비서 구독,19496,구매확정
